nohup: ignoring input
Using TensorFlow backend.
DEBUG:main:200:	Size Word Vocab: 25999
DEBUG:main:206:	Train Word X: (79832, 105)
DEBUG:main:207:	Train Y: (79832, 105, 1)
DEBUG:main:213:	Val Word X: (4982, 105)
DEBUG:main:214:	Val Y: (4982, 105, 1)
DEBUG:main:220:	Test Word X: (5000, 105)
DEBUG:main:221:	Test Y: (5000, 105, 1)
DEBUG:main:225:	Size Char Vocab: 136
DEBUG:main:232:	Train Char X: (79832, 105, 33)
DEBUG:main:239:	Val Char X: (4982, 105, 33)
DEBUG:main:246:	Test Char X: (5000, 105, 33)
WARNING:tensorflow:From /home/ec2-user/anaconda3/envs/tensorflow_p36/lib/python3.6/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
WARNING:new_func:323:	From /home/ec2-user/anaconda3/envs/tensorflow_p36/lib/python3.6/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
WARNING:tensorflow:From /home/ec2-user/anaconda3/envs/tensorflow_p36/lib/python3.6/site-packages/keras/backend/tensorflow_backend.py:3445: calling dropout (from tensorflow.python.ops.nn_ops) with keep_prob is deprecated and will be removed in a future version.
Instructions for updating:
Please use `rate` instead of `keep_prob`. Rate should be set to `rate = 1 - keep_prob`.
WARNING:new_func:506:	From /home/ec2-user/anaconda3/envs/tensorflow_p36/lib/python3.6/site-packages/keras/backend/tensorflow_backend.py:3445: calling dropout (from tensorflow.python.ops.nn_ops) with keep_prob is deprecated and will be removed in a future version.
Instructions for updating:
Please use `rate` instead of `keep_prob`. Rate should be set to `rate = 1 - keep_prob`.
WARNING:tensorflow:From /home/ec2-user/anaconda3/envs/tensorflow_p36/lib/python3.6/site-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:new_func:323:	From /home/ec2-user/anaconda3/envs/tensorflow_p36/lib/python3.6/site-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
Loading Model
Train on 79832 samples, validate on 4982 samples
38752/79832 [=============>................] - ETA: 4:27
38784/79832 [=============>................] - ETA: 4:27
38816/79832 [=============>................] - ETA: 4:27
38848/79832 [=============>................] - ETA: 4:27
38880/79832 [=============>................] - ETA: 4:26
38912/79832 [=============>................] - ETA: 4:26
38944/79832 [=============>................] - ETA: 4:26
38976/79832 [=============>................] - ETA: 4:26
39008/79832 [=============>................] - ETA: 4:26
39040/79832 [=============>................] - ETA: 4:25
39072/79832 [=============>................] - ETA: 4:25
39104/79832 [=============>................] - ETA: 4:25
39136/79832 [=============>................] - ETA: 4:25
39168/79832 [=============>................] - ETA: 4:25
39200/79832 [=============>................] - ETA: 4:24
39232/79832 [=============>................] - ETA: 4:24
39264/79832 [=============>................] - ETA: 4:24
39296/79832 [=============>................] - ETA: 4:24
39328/79832 [=============>................] - ETA: 4:24
39360/79832 [=============>................] - ETA: 4:23
39392/79832 [=============>................] - ETA: 4:23
39424/79832 [=============>................] - ETA: 4:23
39456/79832 [=============>................] - ETA: 4:23
39488/79832 [=============>................] - ETA: 4:22
39520/79832 [=============>................] - ETA: 4:22
39552/79832 [=============>................] - ETA: 4:22
39584/79832 [=============>................] - ETA: 4:22
39616/79832 [=============>................] - ETA: 4:22
39648/79832 [=============>................] - ETA: 4:21
39680/79832 [=============>................] - ETA: 4:21
39712/79832 [=============>................] - ETA: 4:21
39744/79832 [=============>................] - ETA: 4:21
39776/79832 [=============>................] - ETA: 4:21
39808/79832 [=============>................] - ETA: 4:20
39840/79832 [=============>................] - ETA: 4:20
39872/79832 [=============>................] - ETA: 4:20
39904/79832 [=============>................] - ETA: 4:20
39936/79832 [==============>...............] - ETA: 4:20
39968/79832 [==============>...............] - ETA: 4:19
40000/79832 [==============>...............] - ETA: 4:19
40032/79832 [==============>...............] - ETA: 4:19
40064/79832 [==============>...............] - ETA: 4:19
40096/79832 [==============>...............] - ETA: 4:19
40128/79832 [==============>...............] - ETA: 4:18
40160/79832 [==============>...............] - ETA: 4:18
40192/79832 [==============>...............] - ETA: 4:18
40224/79832 [==============>...............] - ETA: 4:18
40256/79832 [==============>...............] - ETA: 4:17
40288/79832 [==============>...............] - ETA: 4:17
40320/79832 [==============>...............] - ETA: 4:17
40352/79832 [==============>...............] - ETA: 4:17
40384/79832 [==============>...............] - ETA: 4:17
40416/79832 [==============>...............] - ETA: 4:16
40448/79832 [==============>...............] - ETA: 4:16
40480/79832 [==============>...............] - ETA: 4:16
40512/79832 [==============>...............] - ETA: 4:16
40544/79832 [==============>...............] - ETA: 4:16
40576/79832 [==============>...............] - ETA: 4:15
40608/79832 [==============>...............] - ETA: 4:15
40640/79832 [==============>...............] - ETA: 4:15
40672/79832 [==============>...............] - ETA: 4:15
40704/79832 [==============>...............] - ETA: 4:15
40736/79832 [==============>...............] - ETA: 4:14
40768/79832 [==============>...............] - ETA: 4:14
40800/79832 [==============>...............] - ETA: 4:14
40832/79832 [==============>...............] - ETA: 4:14
40864/79832 [==============>...............] - ETA: 4:14
40896/79832 [==============>...............] - ETA: 4:13
40928/79832 [==============>...............] - ETA: 4:13
40960/79832 [==============>...............] - ETA: 4:13
40992/79832 [==============>...............] - ETA: 4:13
41024/79832 [==============>...............] - ETA: 4:12
41056/79832 [==============>...............] - ETA: 4:12
41088/79832 [==============>...............] - ETA: 4:12
41120/79832 [==============>...............] - ETA: 4:12
41152/79832 [==============>...............] - ETA: 4:12
41184/79832 [==============>...............] - ETA: 4:11
41216/79832 [==============>...............] - ETA: 4:11
41248/79832 [==============>...............] - ETA: 4:11
41280/79832 [==============>...............] - ETA: 4:11
41312/79832 [==============>...............] - ETA: 4:11
41344/79832 [==============>...............] - ETA: 4:10
41376/79832 [==============>...............] - ETA: 4:10
41408/79832 [==============>...............] - ETA: 4:10
41440/79832 [==============>...............] - ETA: 4:10
41472/79832 [==============>...............] - ETA: 4:10
41504/79832 [==============>...............] - ETA: 4:09
41536/79832 [==============>...............] - ETA: 4:09
41568/79832 [==============>...............] - ETA: 4:09
41600/79832 [==============>...............] - ETA: 4:09
41632/79832 [==============>...............] - ETA: 4:09
41664/79832 [==============>...............] - ETA: 4:08
41696/79832 [==============>...............] - ETA: 4:08
41728/79832 [==============>...............] - ETA: 4:08
41760/79832 [==============>...............] - ETA: 4:08
41792/79832 [==============>...............] - ETA: 4:07
41824/79832 [==============>...............] - ETA: 4:07
41856/79832 [==============>...............] - ETA: 4:07
41888/79832 [==============>...............] - ETA: 4:07
41920/79832 [==============>...............] - ETA: 4:07
41952/79832 [==============>...............] - ETA: 4:06
41984/79832 [==============>...............] - ETA: 4:06
42016/79832 [==============>...............] - ETA: 4:06
42048/79832 [==============>...............] - ETA: 4:06
42080/79832 [==============>...............] - ETA: 4:06
42112/79832 [==============>...............] - ETA: 4:05
42144/79832 [==============>...............] - ETA: 4:05
42176/79832 [==============>...............] - ETA: 4:05
42208/79832 [==============>...............] - ETA: 4:05
42240/79832 [==============>...............] - ETA: 4:05
42272/79832 [==============>...............] - ETA: 4:04
42304/79832 [==============>...............] - ETA: 4:04
42336/79832 [==============>...............] - ETA: 4:04
42368/79832 [==============>...............] - ETA: 4:04
42400/79832 [==============>...............] - ETA: 4:04
42432/79832 [==============>...............] - ETA: 4:03
42464/79832 [==============>...............] - ETA: 4:03
42496/79832 [==============>...............] - ETA: 4:03
42528/79832 [==============>...............] - ETA: 4:03
42560/79832 [==============>...............] - ETA: 4:02
42592/79832 [===============>..............] - ETA: 4:02
42624/79832 [===============>..............] - ETA: 4:02
42656/79832 [===============>..............] - ETA: 4:02
42688/79832 [===============>..............] - ETA: 4:02
42720/79832 [===============>..............] - ETA: 4:01
42752/79832 [===============>..............] - ETA: 4:01
42784/79832 [===============>..............] - ETA: 4:01
42816/79832 [===============>..............] - ETA: 4:01
42848/79832 [===============>..............] - ETA: 4:01
42880/79832 [===============>..............] - ETA: 4:00
42912/79832 [===============>..............] - ETA: 4:00
42944/79832 [===============>..............] - ETA: 4:00
42976/79832 [===============>..............] - ETA: 4:00
43008/79832 [===============>..............] - ETA: 4:00
43040/79832 [===============>..............] - ETA: 3:59
43072/79832 [===============>..............] - ETA: 3:59
43104/79832 [===============>..............] - ETA: 3:59
43136/79832 [===============>..............] - ETA: 3:59
43168/79832 [===============>..............] - ETA: 3:59
43200/79832 [===============>..............] - ETA: 3:58
43232/79832 [===============>..............] - ETA: 3:58
43264/79832 [===============>..............] - ETA: 3:58
43296/79832 [===============>..............] - ETA: 3:58
43328/79832 [===============>..............] - ETA: 3:57
43360/79832 [===============>..............] - ETA: 3:57
43392/79832 [===============>..............] - ETA: 3:57
43424/79832 [===============>..............] - ETA: 3:57
43456/79832 [===============>..............] - ETA: 3:57
43488/79832 [===============>..............] - ETA: 3:56
43520/79832 [===============>..............] - ETA: 3:56
43552/79832 [===============>..............] - ETA: 3:56
43584/79832 [===============>..............] - ETA: 3:56
43616/79832 [===============>..............] - ETA: 3:56
43648/79832 [===============>..............] - ETA: 3:55
43680/79832 [===============>..............] - ETA: 3:55
43712/79832 [===============>..............] - ETA: 3:55
43744/79832 [===============>..............] - ETA: 3:55
43776/79832 [===============>..............] - ETA: 3:55
43808/79832 [===============>..............] - ETA: 3:54
43840/79832 [===============>..............] - ETA: 3:54
43872/79832 [===============>..............] - ETA: 3:54
43904/79832 [===============>..............] - ETA: 3:54
43936/79832 [===============>..............] - ETA: 3:54
43968/79832 [===============>..............] - ETA: 3:53
44000/79832 [===============>..............] - ETA: 3:53
44032/79832 [===============>..............] - ETA: 3:53
44064/79832 [===============>..............] - ETA: 3:53
44096/79832 [===============>..............] - ETA: 3:52
44128/79832 [===============>..............] - ETA: 3:52
44160/79832 [===============>..............] - ETA: 3:52
44192/79832 [===============>..............] - ETA: 3:52
44224/79832 [===============>..............] - ETA: 3:52
44256/79832 [===============>..............] - ETA: 3:51
44288/79832 [===============>..............] - ETA: 3:51
44320/79832 [===============>..............] - ETA: 3:51
44352/79832 [===============>..............] - ETA: 3:51
44384/79832 [===============>..............] - ETA: 3:51
44416/79832 [===============>..............] - ETA: 3:50
44448/79832 [===============>..............] - ETA: 3:50
44480/79832 [===============>..............] - ETA: 3:50
44512/79832 [===============>..............] - ETA: 3:50
44544/79832 [===============>..............] - ETA: 3:50
44576/79832 [===============>..............] - ETA: 3:49
44608/79832 [===============>..............] - ETA: 3:49
44640/79832 [===============>..............] - ETA: 3:49
44672/79832 [===============>..............] - ETA: 3:49
44704/79832 [===============>..............] - ETA: 3:48
44736/79832 [===============>..............] - ETA: 3:48
44768/79832 [===============>..............] - ETA: 3:48
44800/79832 [===============>..............] - ETA: 3:48
44832/79832 [===============>..............] - ETA: 3:48
44864/79832 [===============>..............] - ETA: 3:47
44896/79832 [===============>..............] - ETA: 3:47
44928/79832 [===============>..............] - ETA: 3:47
44960/79832 [===============>..............] - ETA: 3:47
44992/79832 [===============>..............] - ETA: 3:47
45024/79832 [===============>..............] - ETA: 3:46
45056/79832 [===============>..............] - ETA: 3:46
45088/79832 [===============>..............] - ETA: 3:46
45120/79832 [===============>..............] - ETA: 3:46
45152/79832 [===============>..............] - ETA: 3:46
45184/79832 [===============>..............] - ETA: 3:45
45216/79832 [===============>..............] - ETA: 3:45
45248/79832 [================>.............] - ETA: 3:45
45280/79832 [================>.............] - ETA: 3:45
45312/79832 [================>.............] - ETA: 3:45
45344/79832 [================>.............] - ETA: 3:44
45376/79832 [================>.............] - ETA: 3:44
45408/79832 [================>.............] - ETA: 3:44
45440/79832 [================>.............] - ETA: 3:44
45472/79832 [================>.............] - ETA: 3:43
45504/79832 [================>.............] - ETA: 3:43
45536/79832 [================>.............] - ETA: 3:43
45568/79832 [================>.............] - ETA: 3:43
45600/79832 [================>.............] - ETA: 3:43
45632/79832 [================>.............] - ETA: 3:42
45664/79832 [================>.............] - ETA: 3:42
45696/79832 [================>.............] - ETA: 3:42
45728/79832 [================>.............] - ETA: 3:42
45760/79832 [================>.............] - ETA: 3:42
45792/79832 [================>.............] - ETA: 3:41
45824/79832 [================>.............] - ETA: 3:41
45856/79832 [================>.............] - ETA: 3:41
45888/79832 [================>.............] - ETA: 3:41
45920/79832 [================>.............] - ETA: 3:41
45952/79832 [================>.............] - ETA: 3:40
45984/79832 [================>.............] - ETA: 3:40
46016/79832 [================>.............] - ETA: 3:40
46048/79832 [================>.............] - ETA: 3:40
46080/79832 [================>.............] - ETA: 3:40
46112/79832 [================>.............] - ETA: 3:39
46144/79832 [================>.............] - ETA: 3:39
46176/79832 [================>.............] - ETA: 3:39
46208/79832 [================>.............] - ETA: 3:39
46240/79832 [================>.............] - ETA: 3:38
46272/79832 [================>.............] - ETA: 3:38
46304/79832 [================>.............] - ETA: 3:38
46336/79832 [================>.............] - ETA: 3:38
46368/79832 [================>.............] - ETA: 3:38
46400/79832 [================>.............] - ETA: 3:37
46432/79832 [================>.............] - ETA: 3:37
46464/79832 [================>.............] - ETA: 3:37
46496/79832 [================>.............] - ETA: 3:37
46528/79832 [================>.............] - ETA: 3:37
46560/79832 [================>.............] - ETA: 3:36
46592/79832 [================>.............] - ETA: 3:36
46624/79832 [================>.............] - ETA: 3:36
46656/79832 [================>.............] - ETA: 3:36
46688/79832 [================>.............] - ETA: 3:36
46720/79832 [================>.............] - ETA: 3:35
46752/79832 [================>.............] - ETA: 3:35
46784/79832 [================>.............] - ETA: 3:35
46816/79832 [================>.............] - ETA: 3:35
46848/79832 [================>.............] - ETA: 3:34
46880/79832 [================>.............] - ETA: 3:34
46912/79832 [================>.............] - ETA: 3:34
46944/79832 [================>.............] - ETA: 3:34
46976/79832 [================>.............] - ETA: 3:34
47008/79832 [================>.............] - ETA: 3:33
47040/79832 [================>.............] - ETA: 3:33
47072/79832 [================>.............] - ETA: 3:33
47104/79832 [================>.............] - ETA: 3:33
47136/79832 [================>.............] - ETA: 3:33
47168/79832 [================>.............] - ETA: 3:32
47200/79832 [================>.............] - ETA: 3:32
47232/79832 [================>.............] - ETA: 3:32
47264/79832 [================>.............] - ETA: 3:32
47296/79832 [================>.............] - ETA: 3:32
47328/79832 [================>.............] - ETA: 3:31
47360/79832 [================>.............] - ETA: 3:31
47392/79832 [================>.............] - ETA: 3:31
47424/79832 [================>.............] - ETA: 3:31
47456/79832 [================>.............] - ETA: 3:31
47488/79832 [================>.............] - ETA: 3:30
47520/79832 [================>.............] - ETA: 3:30
47552/79832 [================>.............] - ETA: 3:30
47584/79832 [================>.............] - ETA: 3:30
47616/79832 [================>.............] - ETA: 3:29
47648/79832 [================>.............] - ETA: 3:29
47680/79832 [================>.............] - ETA: 3:29
47712/79832 [================>.............] - ETA: 3:29
47744/79832 [================>.............] - ETA: 3:29
47776/79832 [================>.............] - ETA: 3:28
47808/79832 [================>.............] - ETA: 3:28
47840/79832 [================>.............] - ETA: 3:28
47872/79832 [================>.............] - ETA: 3:28
47904/79832 [=================>............] - ETA: 3:28
47936/79832 [=================>............] - ETA: 3:27
47968/79832 [=================>............] - ETA: 3:27
48000/79832 [=================>............] - ETA: 3:27
48032/79832 [=================>............] - ETA: 3:27
48064/79832 [=================>............] - ETA: 3:27
48096/79832 [=================>............] - ETA: 3:26
48128/79832 [=================>............] - ETA: 3:26
48160/79832 [=================>............] - ETA: 3:26
48192/79832 [=================>............] - ETA: 3:26
48224/79832 [=================>............] - ETA: 3:26
48256/79832 [=================>............] - ETA: 3:25
48288/79832 [=================>............] - ETA: 3:25
48320/79832 [=================>............] - ETA: 3:25
48352/79832 [=================>............] - ETA: 3:25
48384/79832 [=================>............] - ETA: 3:24
48416/79832 [=================>............] - ETA: 3:24
48448/79832 [=================>............] - ETA: 3:24
48480/79832 [=================>............] - ETA: 3:24
48512/79832 [=================>............] - ETA: 3:24
48544/79832 [=================>............] - ETA: 3:23
48576/79832 [=================>............] - ETA: 3:23
48608/79832 [=================>............] - ETA: 3:23
48640/79832 [=================>............] - ETA: 3:23
48672/79832 [=================>............] - ETA: 3:23
48704/79832 [=================>............] - ETA: 3:22
48736/79832 [=================>............] - ETA: 3:22
48768/79832 [=================>............] - ETA: 3:22
48800/79832 [=================>............] - ETA: 3:22
48832/79832 [=================>............] - ETA: 3:22
48864/79832 [=================>............] - ETA: 3:21
48896/79832 [=================>............] - ETA: 3:21
48928/79832 [=================>............] - ETA: 3:21
48960/79832 [=================>............] - ETA: 3:21
48992/79832 [=================>............] - ETA: 3:21
49024/79832 [=================>............] - ETA: 3:20
49056/79832 [=================>............] - ETA: 3:20
49088/79832 [=================>............] - ETA: 3:20
49120/79832 [=================>............] - ETA: 3:20
49152/79832 [=================>............] - ETA: 3:19
49184/79832 [=================>............] - ETA: 3:19
49216/79832 [=================>............] - ETA: 3:19
49248/79832 [=================>............] - ETA: 3:19
49280/79832 [=================>............] - ETA: 3:19
49312/79832 [=================>............] - ETA: 3:18
49344/79832 [=================>............] - ETA: 3:18
49376/79832 [=================>............] - ETA: 3:18
49408/79832 [=================>............] - ETA: 3:18
49440/79832 [=================>............] - ETA: 3:18
49472/79832 [=================>............] - ETA: 3:17
49504/79832 [=================>............] - ETA: 3:17
49536/79832 [=================>............] - ETA: 3:17
49568/79832 [=================>............] - ETA: 3:17
49600/79832 [=================>............] - ETA: 3:17
49632/79832 [=================>............] - ETA: 3:16
49664/79832 [=================>............] - ETA: 3:16
49696/79832 [=================>............] - ETA: 3:16
49728/79832 [=================>............] - ETA: 3:16
49760/79832 [=================>............] - ETA: 3:16
49792/79832 [=================>............] - ETA: 3:15
49824/79832 [=================>............] - ETA: 3:15
49856/79832 [=================>............] - ETA: 3:15
49888/79832 [=================>............] - ETA: 3:15
49920/79832 [=================>............] - ETA: 3:14
49952/79832 [=================>............] - ETA: 3:14
49984/79832 [=================>............] - ETA: 3:14
50016/79832 [=================>............] - ETA: 3:14
50048/79832 [=================>............] - ETA: 3:14
50080/79832 [=================>............] - ETA: 3:13
50112/79832 [=================>............] - ETA: 3:13
50144/79832 [=================>............] - ETA: 3:13
50176/79832 [=================>............] - ETA: 3:13
50208/79832 [=================>............] - ETA: 3:13
50240/79832 [=================>............] - ETA: 3:12
50272/79832 [=================>............] - ETA: 3:12
50304/79832 [=================>............] - ETA: 3:12
50336/79832 [=================>............] - ETA: 3:12
50368/79832 [=================>............] - ETA: 3:12
50400/79832 [=================>............] - ETA: 3:11
50432/79832 [=================>............] - ETA: 3:11
50464/79832 [=================>............] - ETA: 3:11
50496/79832 [=================>............] - ETA: 3:11
50528/79832 [=================>............] - ETA: 3:10
50560/79832 [=================>............] - ETA: 3:10
50592/79832 [==================>...........] - ETA: 3:10
50624/79832 [==================>...........] - ETA: 3:10
50656/79832 [==================>...........] - ETA: 3:10
50688/79832 [==================>...........] - ETA: 3:09
50720/79832 [==================>...........] - ETA: 3:09
50752/79832 [==================>...........] - ETA: 3:09
50784/79832 [==================>...........] - ETA: 3:09
50816/79832 [==================>...........] - ETA: 3:09
50848/79832 [==================>...........] - ETA: 3:08
50880/79832 [==================>...........] - ETA: 3:08
50912/79832 [==================>...........] - ETA: 3:08
50944/79832 [==================>...........] - ETA: 3:08
50976/79832 [==================>...........] - ETA: 3:08
51008/79832 [==================>...........] - ETA: 3:07
51040/79832 [==================>...........] - ETA: 3:07
51072/79832 [==================>...........] - ETA: 3:07
51104/79832 [==================>...........] - ETA: 3:07
51136/79832 [==================>...........] - ETA: 3:07
51168/79832 [==================>...........] - ETA: 3:06
51200/79832 [==================>...........] - ETA: 3:06
51232/79832 [==================>...........] - ETA: 3:06
51264/79832 [==================>...........] - ETA: 3:06
51296/79832 [==================>...........] - ETA: 3:05
51328/79832 [==================>...........] - ETA: 3:05
51360/79832 [==================>...........] - ETA: 3:05
51392/79832 [==================>...........] - ETA: 3:05
51424/79832 [==================>...........] - ETA: 3:05
51456/79832 [==================>...........] - ETA: 3:04
51488/79832 [==================>...........] - ETA: 3:04
51520/79832 [==================>...........] - ETA: 3:04
51552/79832 [==================>...........] - ETA: 3:04
51584/79832 [==================>...........] - ETA: 3:04
51616/79832 [==================>...........] - ETA: 3:03
51648/79832 [==================>...........] - ETA: 3:03
51680/79832 [==================>...........] - ETA: 3:03
51712/79832 [==================>...........] - ETA: 3:03
51744/79832 [==================>...........] - ETA: 3:03
51776/79832 [==================>...........] - ETA: 3:02
51808/79832 [==================>...........] - ETA: 3:02
51840/79832 [==================>...........] - ETA: 3:02
51872/79832 [==================>...........] - ETA: 3:02
51904/79832 [==================>...........] - ETA: 3:02
51936/79832 [==================>...........] - ETA: 3:01
51968/79832 [==================>...........] - ETA: 3:01
52000/79832 [==================>...........] - ETA: 3:01
52032/79832 [==================>...........] - ETA: 3:01
52064/79832 [==================>...........] - ETA: 3:00
52096/79832 [==================>...........] - ETA: 3:00
52128/79832 [==================>...........] - ETA: 3:00
52160/79832 [==================>...........] - ETA: 3:00
52192/79832 [==================>...........] - ETA: 3:00
52224/79832 [==================>...........] - ETA: 2:59
52256/79832 [==================>...........] - ETA: 2:59
52288/79832 [==================>...........] - ETA: 2:59
52320/79832 [==================>...........] - ETA: 2:59
52352/79832 [==================>...........] - ETA: 2:59
52384/79832 [==================>...........] - ETA: 2:58
52416/79832 [==================>...........] - ETA: 2:58
52448/79832 [==================>...........] - ETA: 2:58
52480/79832 [==================>...........] - ETA: 2:58
52512/79832 [==================>...........] - ETA: 2:58
52544/79832 [==================>...........] - ETA: 2:57
52576/79832 [==================>...........] - ETA: 2:57
52608/79832 [==================>...........] - ETA: 2:57
52640/79832 [==================>...........] - ETA: 2:57
52672/79832 [==================>...........] - ETA: 2:57
52704/79832 [==================>...........] - ETA: 2:56
52736/79832 [==================>...........] - ETA: 2:56
52768/79832 [==================>...........] - ETA: 2:56
52800/79832 [==================>...........] - ETA: 2:56
52832/79832 [==================>...........] - ETA: 2:55
52864/79832 [==================>...........] - ETA: 2:55
52896/79832 [==================>...........] - ETA: 2:55
52928/79832 [==================>...........] - ETA: 2:55
52960/79832 [==================>...........] - ETA: 2:55
52992/79832 [==================>...........] - ETA: 2:54
53024/79832 [==================>...........] - ETA: 2:54
53056/79832 [==================>...........] - ETA: 2:54
53088/79832 [==================>...........] - ETA: 2:54
53120/79832 [==================>...........] - ETA: 2:54
53152/79832 [==================>...........] - ETA: 2:53
53184/79832 [==================>...........] - ETA: 2:53
53216/79832 [==================>...........] - ETA: 2:53
53248/79832 [===================>..........] - ETA: 2:53
53280/79832 [===================>..........] - ETA: 2:53
53312/79832 [===================>..........] - ETA: 2:52
53344/79832 [===================>..........] - ETA: 2:52
53376/79832 [===================>..........] - ETA: 2:52
53408/79832 [===================>..........] - ETA: 2:52
53440/79832 [===================>..........] - ETA: 2:52
53472/79832 [===================>..........] - ETA: 2:51
53504/79832 [===================>..........] - ETA: 2:51
53536/79832 [===================>..........] - ETA: 2:51
53568/79832 [===================>..........] - ETA: 2:51
53600/79832 [===================>..........] - ETA: 2:50
53632/79832 [===================>..........] - ETA: 2:50
53664/79832 [===================>..........] - ETA: 2:50
53696/79832 [===================>..........] - ETA: 2:50
53728/79832 [===================>..........] - ETA: 2:50
53760/79832 [===================>..........] - ETA: 2:49
53792/79832 [===================>..........] - ETA: 2:49
53824/79832 [===================>..........] - ETA: 2:49
53856/79832 [===================>..........] - ETA: 2:49
53888/79832 [===================>..........] - ETA: 2:49
53920/79832 [===================>..........] - ETA: 2:48
53952/79832 [===================>..........] - ETA: 2:48
53984/79832 [===================>..........] - ETA: 2:48
54016/79832 [===================>..........] - ETA: 2:48
54048/79832 [===================>..........] - ETA: 2:48
54080/79832 [===================>..........] - ETA: 2:47
54112/79832 [===================>..........] - ETA: 2:47
54144/79832 [===================>..........] - ETA: 2:47
54176/79832 [===================>..........] - ETA: 2:47
54208/79832 [===================>..........] - ETA: 2:46
54240/79832 [===================>..........] - ETA: 2:46
54272/79832 [===================>..........] - ETA: 2:46
54304/79832 [===================>..........] - ETA: 2:46
54336/79832 [===================>..........] - ETA: 2:46
54368/79832 [===================>..........] - ETA: 2:45
54400/79832 [===================>..........] - ETA: 2:45
54432/79832 [===================>..........] - ETA: 2:45
54464/79832 [===================>..........] - ETA: 2:45
54496/79832 [===================>..........] - ETA: 2:45
54528/79832 [===================>..........] - ETA: 2:44
54560/79832 [===================>..........] - ETA: 2:44
54592/79832 [===================>..........] - ETA: 2:44
54624/79832 [===================>..........] - ETA: 2:44
54656/79832 [===================>..........] - ETA: 2:44
54688/79832 [===================>..........] - ETA: 2:43
54720/79832 [===================>..........] - ETA: 2:43
54752/79832 [===================>..........] - ETA: 2:43
54784/79832 [===================>..........] - ETA: 2:43
54816/79832 [===================>..........] - ETA: 2:43
54848/79832 [===================>..........] - ETA: 2:42
54880/79832 [===================>..........] - ETA: 2:42
54912/79832 [===================>..........] - ETA: 2:42
54944/79832 [===================>..........] - ETA: 2:42
54976/79832 [===================>..........] - ETA: 2:41
55008/79832 [===================>..........] - ETA: 2:41
55040/79832 [===================>..........] - ETA: 2:41
55072/79832 [===================>..........] - ETA: 2:41
55104/79832 [===================>..........] - ETA: 2:41
55136/79832 [===================>..........] - ETA: 2:40
55168/79832 [===================>..........] - ETA: 2:40
55200/79832 [===================>..........] - ETA: 2:40
55232/79832 [===================>..........] - ETA: 2:40
55264/79832 [===================>..........] - ETA: 2:40
55296/79832 [===================>..........] - ETA: 2:39
55328/79832 [===================>..........] - ETA: 2:39
55360/79832 [===================>..........] - ETA: 2:39
55392/79832 [===================>..........] - ETA: 2:39
55424/79832 [===================>..........] - ETA: 2:39
55456/79832 [===================>..........] - ETA: 2:38
55488/79832 [===================>..........] - ETA: 2:38
55520/79832 [===================>..........] - ETA: 2:38
55552/79832 [===================>..........] - ETA: 2:38
55584/79832 [===================>..........] - ETA: 2:38
55616/79832 [===================>..........] - ETA: 2:37
55648/79832 [===================>..........] - ETA: 2:37
55680/79832 [===================>..........] - ETA: 2:37
55712/79832 [===================>..........] - ETA: 2:37
55744/79832 [===================>..........] - ETA: 2:36
55776/79832 [===================>..........] - ETA: 2:36
55808/79832 [===================>..........] - ETA: 2:36
55840/79832 [===================>..........] - ETA: 2:36
55872/79832 [===================>..........] - ETA: 2:36
55904/79832 [====================>.........] - ETA: 2:35
55936/79832 [====================>.........] - ETA: 2:35
55968/79832 [====================>.........] - ETA: 2:35
56000/79832 [====================>.........] - ETA: 2:35
56032/79832 [====================>.........] - ETA: 2:35
56064/79832 [====================>.........] - ETA: 2:34
56096/79832 [====================>.........] - ETA: 2:34
56128/79832 [====================>.........] - ETA: 2:34
56160/79832 [====================>.........] - ETA: 2:34
56192/79832 [====================>.........] - ETA: 2:34
56224/79832 [====================>.........] - ETA: 2:33
56256/79832 [====================>.........] - ETA: 2:33
56288/79832 [====================>.........] - ETA: 2:33
56320/79832 [====================>.........] - ETA: 2:33
56352/79832 [====================>.........] - ETA: 2:33
56384/79832 [====================>.........] - ETA: 2:32
56416/79832 [====================>.........] - ETA: 2:32
56448/79832 [====================>.........] - ETA: 2:32
56480/79832 [====================>.........] - ETA: 2:32
56512/79832 [====================>.........] - ETA: 2:31
56544/79832 [====================>.........] - ETA: 2:31
56576/79832 [====================>.........] - ETA: 2:31
56608/79832 [====================>.........] - ETA: 2:31
56640/79832 [====================>.........] - ETA: 2:31
56672/79832 [====================>.........] - ETA: 2:30
56704/79832 [====================>.........] - ETA: 2:30
56736/79832 [====================>.........] - ETA: 2:30
56768/79832 [====================>.........] - ETA: 2:30
56800/79832 [====================>.........] - ETA: 2:30
